frame,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_vis,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_vis,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_vis,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_vis,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_vis,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_vis,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_vis,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_vis,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_vis,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_vis,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_vis,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_vis,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_vis,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_vis,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_vis
0,0.4481864869594574,0.45522168278694153,-0.18742965161800385,0.9995206594467163,0.45310357213020325,0.48669466376304626,-0.11000942438840866,0.999249279499054,0.4526079595088959,0.5310051441192627,-0.2587813138961792,0.999640166759491,0.5190673470497131,0.45342472195625305,-0.09947488456964493,0.9992143511772156,0.5186411738395691,0.5906378030776978,-0.26778730750083923,0.9996740818023682,0.48331430554389954,0.44496452808380127,-0.1178412064909935,0.9303823113441467,0.5961721539497375,0.7082262635231018,-0.3249432146549225,0.9892820119857788,0.4004371464252472,0.4777514338493347,-0.1588754802942276,0.7903098464012146,0.66164231300354,0.6705607175827026,-0.33087071776390076,0.9292561411857605,0.3732171356678009,0.496027410030365,-0.1893756240606308,0.6758606433868408,0.6832157969474792,0.6953768134117126,-0.3538984954357147,0.8336545825004578,0.3672412633895874,0.5039833188056946,-0.17994815111160278,0.6888437271118164,0.6878255009651184,0.6792786717414856,-0.3544483780860901,0.8391191959381104,0.3793005347251892,0.5084661245346069,-0.16289500892162323,0.7109003663063049,0.6801701784133911,0.6571596264839172,-0.33247289061546326,0.8441749811172485
1,0.4543803334236145,0.47253721952438354,-0.2141568809747696,0.9952873587608337,0.4598880410194397,0.5184320211410522,-0.17023636400699615,0.99473637342453,0.4656933844089508,0.5263484716415405,-0.25319167971611023,0.9955286383628845,0.5039717555046082,0.5044758319854736,-0.11599336564540863,0.9984856247901917,0.5154153108596802,0.5289122462272644,-0.2581232190132141,0.99949049949646,0.4722640812397003,0.5406771898269653,-0.11917059868574142,0.9007869958877563,0.537857174873352,0.6357969045639038,-0.3032357096672058,0.9805281162261963,0.4407814145088196,0.49818992614746094,-0.17353063821792603,0.7988638281822205,0.5265253782272339,0.6113842725753784,-0.3230145275592804,0.9281210899353027,0.43106868863105774,0.5005984306335449,-0.1963154822587967,0.6948382258415222,0.5246098637580872,0.6093928813934326,-0.337432324886322,0.8400862812995911,0.4321446120738983,0.4951666295528412,-0.20450207591056824,0.7056267857551575,0.5206540822982788,0.6351715922355652,-0.33841025829315186,0.8451063632965088,0.4384106993675232,0.5000654458999634,-0.18229107558727264,0.7239176034927368,0.5222135782241821,0.6464655995368958,-0.32348528504371643,0.8497225642204285
2,0.35774117708206177,0.5238329768180847,-0.2311880737543106,0.9956927299499512,0.3585384786128998,0.5489488244056702,-0.15622082352638245,0.9951387047767639,0.36133429408073425,0.5763713717460632,-0.23407283425331116,0.9956248998641968,0.41032254695892334,0.5017392635345459,-0.11734028905630112,0.9986240863800049,0.4021449685096741,0.5846551656723022,-0.22458532452583313,0.9994927048683167,0.41218507289886475,0.5373374223709106,-0.10274102538824081,0.9088378548622131,0.40469011664390564,0.7074459791183472,-0.259988397359848,0.9792416095733643,0.40542590618133545,0.39980724453926086,-0.1464255005121231,0.8183164596557617,0.4015120565891266,0.6704059839248657,-0.26491960883140564,0.9300251007080078,0.4209012985229492,0.37766334414482117,-0.16484910249710083,0.7237281799316406,0.4210176169872284,0.6852145791053772,-0.27754709124565125,0.8459005951881409,0.42356956005096436,0.3863891661167145,-0.17773647606372833,0.733548641204834,0.4206414818763733,0.6822225451469421,-0.2815701365470886,0.8505762219429016,0.4175025522708893,0.4000542461872101,-0.1560843586921692,0.7500298023223877,0.4150855839252472,0.6772761940956116,-0.26829999685287476,0.8556289076805115
3,0.22664909064769745,0.5147517919540405,-0.25887665152549744,0.9961186647415161,0.20771071314811707,0.5204205513000488,-0.2018367201089859,0.9956114292144775,0.20452585816383362,0.5592448711395264,-0.21563245356082916,0.9960353374481201,0.25671547651290894,0.45251038670539856,-0.12846656143665314,0.9987605214118958,0.22385923564434052,0.6005074977874756,-0.14668697118759155,0.9995424747467041,0.33394140005111694,0.5223027467727661,-0.01849975995719433,0.9133568406105042,0.3157820701599121,0.6694321036338806,-0.02626916766166687,0.9789922833442688,0.40204542875289917,0.38356277346611023,-0.0001312750537181273,0.834325909614563,0.38792943954467773,0.6896448135375977,0.08725563436746597,0.9312900304794312,0.4247640371322632,0.36297687888145447,0.00029136016382835805,0.7476376891136169,0.4137794077396393,0.7018933296203613,0.11127249896526337,0.8521794676780701,0.42388221621513367,0.36814218759536743,-0.02264483831822872,0.7567737102508545,0.41210633516311646,0.6927480101585388,0.09010859578847885,0.8570619225502014,0.4172736704349518,0.37904372811317444,-0.00839055236428976,0.771605372428894,0.4034237861633301,0.6848332285881042,0.08278445899486542,0.862454891204834
4,0.2393578439950943,0.5161511301994324,-0.24417530000209808,0.996505856513977,0.21589118242263794,0.5188433527946472,-0.23980405926704407,0.9960430264472961,0.20978525280952454,0.5564772486686707,-0.22670261561870575,0.9964210987091064,0.24921391904354095,0.4295632243156433,-0.16382518410682678,0.9988843202590942,0.21877552568912506,0.6075352430343628,-0.15735778212547302,0.9995874762535095,0.32959842681884766,0.501421332359314,-0.08856002986431122,0.9217644333839417,0.3025565445423126,0.6670669913291931,-0.029122473672032356,0.9805392622947693,0.4032500088214874,0.3777201175689697,-0.09188863635063171,0.8506140112876892,0.3719148635864258,0.6954856514930725,0.049923766404390335,0.937626302242279,0.4219704568386078,0.3575252890586853,-0.09423112869262695,0.7724136710166931,0.3972087800502777,0.7110632061958313,0.060876283794641495,0.8661555051803589,0.42291852831840515,0.36213260889053345,-0.12347841262817383,0.7806655764579773,0.3986765444278717,0.7003564238548279,0.03535480797290802,0.8706033229827881,0.41727396845817566,0.37156254053115845,-0.10239159315824509,0.7939494252204895,0.3903806805610657,0.6910918354988098,0.04302762448787689,0.8753472566604614
5,0.23672841489315033,0.5145004987716675,-0.23874901235103607,0.9968549013137817,0.21231476962566376,0.5139753222465515,-0.22237727046012878,0.9964355826377869,0.2061217725276947,0.5518494248390198,-0.20779839158058167,0.9967767596244812,0.2454184889793396,0.41687116026878357,-0.13640061020851135,0.9989956617355347,0.21429967880249023,0.6087547540664673,-0.14118680357933044,0.9996286630630493,0.32610321044921875,0.49040839076042175,-0.06415353715419769,0.9285305142402649,0.2951717674732208,0.6579997539520264,-0.04313792288303375,0.9815779328346252,0.4005364179611206,0.377236932516098,-0.0928029865026474,0.8646501302719116,0.36952847242355347,0.6969666481018066,-0.01133542787283659,0.9432145357131958,0.4213595390319824,0.35782942175865173,-0.10111089050769806,0.7936667799949646,0.39302971959114075,0.7125527858734131,-0.008535071276128292,0.8784283995628357,0.41979700326919556,0.36155781149864197,-0.13017144799232483,0.8012846112251282,0.3937249779701233,0.698293924331665,-0.034058909863233566,0.8825903534889221,0.4130684733390808,0.3706158995628357,-0.10393404215574265,0.8131082057952881,0.3884105086326599,0.6896857023239136,-0.01858917623758316,0.8866487741470337
6,0.23702125251293182,0.5122412443161011,-0.21196268498897552,0.9971681833267212,0.21131594479084015,0.4970583915710449,-0.18242399394512177,0.9967841506004333,0.2080075442790985,0.5483455657958984,-0.1670948565006256,0.9970940351486206,0.2491203248500824,0.40903159976005554,-0.09812241047620773,0.9990956783294678,0.21977613866329193,0.6097429394721985,-0.09956208616495132,0.9996657371520996,0.3294554054737091,0.4643799066543579,-0.02803938463330269,0.9341631531715393,0.2956092059612274,0.653838574886322,-0.004399140365421772,0.982208788394928,0.3989775776863098,0.37800994515419006,-0.06927888095378876,0.8768789172172546,0.36513814330101013,0.6944886445999146,0.01796663925051689,0.9479170441627502,0.4196656048297882,0.35858067870140076,-0.08066944777965546,0.8121534585952759,0.3896532356739044,0.7089106440544128,0.018974341452121735,0.8889615535736084,0.4198761284351349,0.36146166920661926,-0.10813145339488983,0.8192523717880249,0.39151662588119507,0.6932142376899719,-0.006894444581121206,0.892926812171936,0.41421622037887573,0.37112686038017273,-0.08013162016868591,0.8297538161277771,0.3841049373149872,0.684090256690979,0.010219001211225986,0.8963513970375061
7,0.23666991293430328,0.5108229517936707,-0.19894303381443024,0.9974501729011536,0.21099822223186493,0.48398861289024353,-0.17406295239925385,0.9970982074737549,0.20846527814865112,0.5470269918441772,-0.15862561762332916,0.997379720211029,0.24700702726840973,0.40259236097335815,-0.09640302509069443,0.9991856217384338,0.22027714550495148,0.6106992363929749,-0.09712560474872589,0.999699056148529,0.3278350532054901,0.45220524072647095,-0.02272479608654976,0.9393070340156555,0.29861390590667725,0.6551376581192017,-0.006640608422458172,0.9830111265182495,0.3958781361579895,0.37664636969566345,-0.054686546325683594,0.8876262307167053,0.36577051877975464,0.6945844292640686,0.01663762889802456,0.9523199796676636,0.41539129614830017,0.35658714175224304,-0.06298580765724182,0.8284721374511719,0.3897309899330139,0.7107694149017334,0.018023613840341568,0.8987258076667786,0.4155426025390625,0.35815778374671936,-0.09224076569080353,0.8351353406906128,0.39154544472694397,0.6933239102363586,-0.006051091011613607,0.9024742245674133,0.41022494435310364,0.3680172264575958,-0.0659773126244545,0.8444240689277649,0.3845135569572449,0.6830999851226807,0.00963816698640585,0.9053025245666504
8,0.235645592212677,0.5110755562782288,-0.19124118983745575,0.9977045655250549,0.21041221916675568,0.477096825838089,-0.16794398427009583,0.9973838925361633,0.20748071372509003,0.5470542311668396,-0.14904530346393585,0.9976393580436707,0.2458343803882599,0.3994690179824829,-0.08773331344127655,0.9992666840553284,0.21811701357364655,0.6104583740234375,-0.09138349443674088,0.9997290968894958,0.3268774747848511,0.4376421570777893,-0.013579717837274075,0.9438520669937134,0.296514630317688,0.6575897932052612,-0.0040540192276239395,0.9837648868560791,0.39732417464256287,0.3747428059577942,-0.04217022657394409,0.8971564769744873,0.36700141429901123,0.6945314407348633,0.01605098508298397,0.9563167095184326,0.4154788851737976,0.3536510467529297,-0.05048822984099388,0.8430137038230896,0.3914504945278168,0.7104437947273254,0.015927063301205635,0.907603919506073,0.41538822650909424,0.3536202013492584,-0.08001556247472763,0.8492999076843262,0.3923708498477936,0.6935174465179443,-0.008171278983354568,0.9111376404762268,0.41062629222869873,0.36400413513183594,-0.05369233340024948,0.8574900031089783,0.38532403111457825,0.6834189891815186,0.008785308338701725,0.9134681820869446
9,0.23663821816444397,0.5109541416168213,-0.20263394713401794,0.997933566570282,0.21036787331104279,0.4726124405860901,-0.17967970669269562,0.9976414442062378,0.2086198627948761,0.5466392636299133,-0.16180437803268433,0.9978731870651245,0.247115820646286,0.3972149193286896,-0.10205196589231491,0.9993396401405334,0.2192654013633728,0.6107897162437439,-0.10185343772172928,0.9997561573982239,0.32712405920028687,0.42352500557899475,-0.02801208384335041,0.9481666684150696,0.296352744102478,0.6546780467033386,-0.006828105077147484,0.984599232673645,0.3960563540458679,0.37408074736595154,-0.05743434280157089,0.9059961438179016,0.3649807572364807,0.6928809881210327,0.021616853773593903,0.9600451588630676,0.41502171754837036,0.3529612720012665,-0.06586585193872452,0.8564854860305786,0.3893960118293762,0.7087735533714294,0.023969730362296104,0.9158197641372681,0.4150756299495697,0.3535096049308777,-0.09555133432149887,0.8623853921890259,0.39005500078201294,0.6926831007003784,-0.0005889529711566865,0.9191292524337769,0.4100189805030823,0.3637585937976837,-0.06881298124790192,0.8695801496505737,0.38313916325569153,0.6824079155921936,0.014544975943863392,0.9210271835327148
