frame,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_vis,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_vis,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_vis,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_vis,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_vis,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_vis,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_vis,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_vis,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_vis,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_vis,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_vis,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_vis,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_vis,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_vis,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_vis
0,0.413242369890213,0.5045996904373169,-0.18744443356990814,0.9999940395355225,0.4037521481513977,0.46631520986557007,-0.11190900951623917,0.9999954700469971,0.405056893825531,0.5120745301246643,-0.06315205991268158,0.9999657869338989,0.4486442804336548,0.41880810260772705,-0.0792156234383583,0.9999966621398926,0.4423910081386566,0.5311233997344971,0.030034439638257027,0.9998685121536255,0.5020924210548401,0.3922157883644104,-0.13062503933906555,0.9984942674636841,0.49662601947784424,0.5522023439407349,-0.039713263511657715,0.9353790283203125,0.5100005865097046,0.44518792629241943,-0.23841966688632965,0.9959778189659119,0.476087361574173,0.5593764781951904,-0.2684573233127594,0.9850649237632751,0.5219143629074097,0.4577663242816925,-0.2666543126106262,0.988298773765564,0.4681943655014038,0.5672687292098999,-0.3057529628276825,0.9744890332221985,0.5174008011817932,0.4685588479042053,-0.2685142755508423,0.9878954887390137,0.4634608328342438,0.5658488869667053,-0.3089509606361389,0.9726034998893738,0.5135042667388916,0.4668349623680115,-0.2386115938425064,0.9799514412879944,0.4644249677658081,0.5589061975479126,-0.27527981996536255,0.9579342007637024
1,0.4113847315311432,0.5016593933105469,-0.18840070068836212,0.9999939799308777,0.40283486247062683,0.46313104033470154,-0.10725364834070206,0.9999955296516418,0.40380245447158813,0.5114163756370544,-0.0641152486205101,0.9999634623527527,0.44729068875312805,0.4161386489868164,-0.07163397967815399,0.9999969005584717,0.44248396158218384,0.532450795173645,0.03332391008734703,0.9998527765274048,0.501595139503479,0.39096760749816895,-0.11886956542730331,0.9984491467475891,0.496261864900589,0.552211344242096,0.00028328236658126116,0.9065537452697754,0.5094540119171143,0.44358447194099426,-0.24947135150432587,0.9961559772491455,0.481722354888916,0.5563620328903198,-0.21103116869926453,0.9737792611122131,0.5207641124725342,0.45682305097579956,-0.28296586871147156,0.9889163970947266,0.4782212972640991,0.5609633326530457,-0.24522502720355988,0.9627190232276917,0.5149716138839722,0.4672442376613617,-0.2886592447757721,0.9885523915290833,0.46780917048454285,0.5601997971534729,-0.2593189775943756,0.9609542489051819,0.5110015273094177,0.4646155834197998,-0.2515435516834259,0.9809393286705017,0.46908503770828247,0.5554130673408508,-0.22202719748020172,0.9441745281219482
2,0.4095592796802521,0.5000476241111755,-0.17186807096004486,0.9999917149543762,0.40093129873275757,0.4617718756198883,-0.09805990010499954,0.9999930262565613,0.4021954834461212,0.5081906914710999,-0.053506314754486084,0.9999504685401917,0.44276461005210876,0.41099491715431213,-0.0567021369934082,0.9999969005584717,0.4393831491470337,0.5308615565299988,0.037227433174848557,0.9998418092727661,0.49922478199005127,0.3884529173374176,-0.10328380018472672,0.9982451796531677,0.4920976459980011,0.5549721121788025,-0.015381679870188236,0.9028355479240417,0.5044468641281128,0.44256171584129333,-0.2338331639766693,0.9959876537322998,0.46874067187309265,0.5416598916053772,-0.23641730844974518,0.9713155031204224,0.514907956123352,0.4567424952983856,-0.26227134466171265,0.9886766076087952,0.46009936928749084,0.534553050994873,-0.2722509503364563,0.9584436416625977,0.5082035660743713,0.4668835401535034,-0.26563361287117004,0.9882763028144836,0.4533604681491852,0.5345218777656555,-0.2772769629955292,0.9560099244117737,0.504692792892456,0.4640844464302063,-0.23441430926322937,0.9803720712661743,0.4550631642341614,0.532196044921875,-0.24393974244594574,0.937529981136322
3,0.4078284800052643,0.4990667402744293,-0.16884051263332367,0.9999914765357971,0.3981631398200989,0.4608478546142578,-0.09922134131193161,0.9999923706054688,0.3992723226547241,0.5050663948059082,-0.051119349896907806,0.9999497532844543,0.43856117129325867,0.4057062864303589,-0.05794623866677284,0.9999970197677612,0.4341820776462555,0.5282944440841675,0.037123631685972214,0.999851644039154,0.49547430872917175,0.38618984818458557,-0.1098719984292984,0.9981217980384827,0.48948800563812256,0.5544329285621643,-0.0196374524384737,0.9056713581085205,0.4997468590736389,0.44260677695274353,-0.240311861038208,0.995980441570282,0.46954748034477234,0.5400094985961914,-0.24388103187084198,0.972145676612854,0.5096622705459595,0.45828765630722046,-0.2674485146999359,0.9887860417366028,0.45981699228286743,0.5333021283149719,-0.28014829754829407,0.9591786861419678,0.5024591088294983,0.46814534068107605,-0.2695651054382324,0.9883572459220886,0.45248156785964966,0.5339922308921814,-0.28468000888824463,0.9565734267234802,0.498966246843338,0.4645657539367676,-0.2401023954153061,0.9803862571716309,0.45452553033828735,0.5319693088531494,-0.2514569163322449,0.9381648302078247
4,0.4068172574043274,0.49801206588745117,-0.18917404115200043,0.9999909400939941,0.39658164978027344,0.4584084153175354,-0.12062331289052963,0.9999911785125732,0.39751937985420227,0.5025263428688049,-0.06937398761510849,0.9999426007270813,0.4366464912891388,0.40046003460884094,-0.08200447261333466,0.999997079372406,0.4325295686721802,0.5225592851638794,0.021962253376841545,0.9998562932014465,0.49453669786453247,0.38396915793418884,-0.1390691101551056,0.9981194138526917,0.4854191541671753,0.5532782077789307,-0.022937024012207985,0.8966623544692993,0.4951501488685608,0.44693243503570557,-0.2664908170700073,0.9961332678794861,0.47032400965690613,0.542356550693512,-0.23400522768497467,0.9684410095214844,0.5021864771842957,0.46327081322669983,-0.29529044032096863,0.9891929030418396,0.46360424160957336,0.5342634320259094,-0.2683864235877991,0.9537896513938904,0.4956502616405487,0.473898708820343,-0.2952289581298828,0.9887800216674805,0.45320770144462585,0.538956344127655,-0.2758416533470154,0.9506845474243164,0.4926754832267761,0.46957454085350037,-0.2656237483024597,0.9808971285820007,0.4555327594280243,0.5348803400993347,-0.2424468845129013,0.9311069250106812
5,0.40444308519363403,0.4979269504547119,-0.2143232226371765,0.9999895691871643,0.3936087191104889,0.4579728841781616,-0.15504209697246552,0.9999886155128479,0.3949826955795288,0.5002610087394714,-0.08958294242620468,0.9999330043792725,0.4334464371204376,0.3971947133541107,-0.10611706227064133,0.9999968409538269,0.43074801564216614,0.5197214484214783,0.006732575129717588,0.9998584985733032,0.4943971335887909,0.3795768916606903,-0.16836097836494446,0.9979982972145081,0.48678725957870483,0.5528064370155334,-0.05668680742383003,0.8978291153907776,0.4924071729183197,0.44708409905433655,-0.29584014415740967,0.9959661960601807,0.4596860706806183,0.5326454639434814,-0.2811780571937561,0.9683201909065247,0.4969746470451355,0.4652435779571533,-0.325390487909317,0.9885620474815369,0.44719791412353516,0.525233805179596,-0.31897369027137756,0.9521232843399048,0.4892089068889618,0.473564475774765,-0.3227498233318329,0.988069474697113,0.44169387221336365,0.5258470773696899,-0.31773805618286133,0.9483985900878906,0.4863504469394684,0.46953830122947693,-0.2940886616706848,0.9792123436927795,0.4448191821575165,0.5234853029251099,-0.2861347794532776,0.9271735548973083
6,0.4031740427017212,0.49661985039711,-0.21630723774433136,0.9999855160713196,0.3915959894657135,0.4565030336380005,-0.16057610511779785,0.9999830722808838,0.3934530019760132,0.49886074662208557,-0.0904550552368164,0.9998952746391296,0.43085595965385437,0.3935547471046448,-0.11334486305713654,0.9999964833259583,0.4305015504360199,0.5174203515052795,0.008334635756909847,0.9998587369918823,0.4925938844680786,0.37684592604637146,-0.18370607495307922,0.9978968501091003,0.48762115836143494,0.550538182258606,-0.05763590335845947,0.9010040163993835,0.4906991720199585,0.4470389783382416,-0.3216627538204193,0.9959136843681335,0.4524244964122772,0.5259628295898438,-0.28367388248443604,0.9699540138244629,0.4936545789241791,0.46510300040245056,-0.3534470796585083,0.9882977604866028,0.43958044052124023,0.5209239721298218,-0.3217151463031769,0.9537879824638367,0.4858742952346802,0.4734472930431366,-0.35039636492729187,0.9877188205718994,0.4350382089614868,0.5208430886268616,-0.3185870051383972,0.9499450325965881,0.48296058177948,0.46852490305900574,-0.31989622116088867,0.9782901406288147,0.43785861134529114,0.5186710357666016,-0.2878507971763611,0.9286141991615295
7,0.40150925517082214,0.4935929477214813,-0.21056824922561646,0.9999819397926331,0.390863299369812,0.4509207606315613,-0.15665802359580994,0.999979555606842,0.39171016216278076,0.4941374659538269,-0.08376350998878479,0.9998674988746643,0.4297924041748047,0.38979703187942505,-0.1109447106719017,0.9999958872795105,0.42910751700401306,0.5129602551460266,0.01336654368788004,0.9998605251312256,0.4922682046890259,0.37435397505760193,-0.18669039011001587,0.9978038668632507,0.4878155589103699,0.5467056035995483,-0.055651288479566574,0.9042469263076782,0.48780718445777893,0.44607558846473694,-0.3323882222175598,0.9958412051200867,0.4494609832763672,0.5191566348075867,-0.27450406551361084,0.9716737270355225,0.4897487461566925,0.4647519290447235,-0.3662560284137726,0.987995445728302,0.4365946352481842,0.5147148370742798,-0.3118528127670288,0.9556683897972107,0.4805407226085663,0.4716048538684845,-0.3617366850376129,0.9873159527778625,0.4318046271800995,0.5145912170410156,-0.31523677706718445,0.9517812728881836,0.47775936126708984,0.4658453166484833,-0.3303069770336151,0.9773070812225342,0.43495652079582214,0.5125392079353333,-0.28044942021369934,0.9305998086929321
8,0.3981814384460449,0.491399347782135,-0.20645424723625183,0.9999793171882629,0.3883872926235199,0.4485413134098053,-0.14880725741386414,0.9999750256538391,0.39028364419937134,0.49199649691581726,-0.0805990919470787,0.9998443722724915,0.42967110872268677,0.38664710521698,-0.1025000661611557,0.9999942183494568,0.4289834201335907,0.5118162035942078,0.016288114711642265,0.9998600482940674,0.4923909902572632,0.3726441264152527,-0.17342619597911835,0.99775630235672,0.48803097009658813,0.5465744733810425,-0.04966229945421219,0.9092980027198792,0.48648887872695923,0.4447438418865204,-0.3189619481563568,0.9958905577659607,0.44876736402511597,0.5162369608879089,-0.27133628726005554,0.9733166098594666,0.48839759826660156,0.46460020542144775,-0.3526296615600586,0.9879777431488037,0.436062753200531,0.5118715167045593,-0.30876868963241577,0.9573662877082825,0.4789133369922638,0.47020038962364197,-0.350554496049881,0.9872464537620544,0.4307847023010254,0.5128531455993652,-0.3103059232234955,0.9534807205200195,0.47627195715904236,0.46407032012939453,-0.31799474358558655,0.9769192337989807,0.4342173933982849,0.5106866955757141,-0.2766869366168976,0.932368278503418
9,0.39666083455085754,0.4902540445327759,-0.2111031413078308,0.9999755024909973,0.387429416179657,0.44686970114707947,-0.14382654428482056,0.9999701380729675,0.3892897367477417,0.49171245098114014,-0.07907434552907944,0.9997952580451965,0.4303681552410126,0.38628435134887695,-0.09898459911346436,0.9999917149543762,0.42950230836868286,0.5119372606277466,0.019925933331251144,0.9998515844345093,0.49216699600219727,0.37021222710609436,-0.18307407200336456,0.9977988600730896,0.4881780743598938,0.5461462736129761,-0.05226363241672516,0.9120701551437378,0.48684486746788025,0.4405059814453125,-0.3373870551586151,0.9960422515869141,0.4460046887397766,0.5164040923118591,-0.28797903656959534,0.974518895149231,0.4882732629776001,0.46120786666870117,-0.37270501255989075,0.9881837368011475,0.43097224831581116,0.5108734965324402,-0.32705339789390564,0.9584091305732727,0.47832366824150085,0.4648091793060303,-0.3708310127258301,0.9874362945556641,0.4262438416481018,0.511265218257904,-0.32353898882865906,0.954516589641571,0.4761590361595154,0.45911458134651184,-0.33671286702156067,0.9770156145095825,0.43079647421836853,0.5096220970153809,-0.291821151971817,0.9330220818519592
