start_frame,end_frame,dist_wrists_mean,noseL_wrist_mean,noseR_wrist_mean,elbowL_mean,elbowR_mean,L_wrist_pinky_mean,L_wrist_index_mean,L_wrist_thumb_mean,R_wrist_pinky_mean,R_wrist_index_mean,R_wrist_thumb_mean,landmark_15_vel_mean,landmark_15_vel_std,landmark_16_vel_mean,landmark_16_vel_std,landmark_17_vel_mean,landmark_17_vel_std,landmark_18_vel_mean,landmark_18_vel_std,landmark_19_vel_mean,landmark_19_vel_std,landmark_20_vel_mean,landmark_20_vel_std,landmark_21_vel_mean,landmark_21_vel_std,landmark_22_vel_mean,landmark_22_vel_std
0,60,0.2726630970803416,1.011967986534524,0.8807080199187168,1.970309208539406,1.4756937761210105,0.20370223928417927,0.22302457826669725,0.1534686429664366,0.19632991803567443,0.22493086715804958,0.14886671264998974,0.12888975393858315,0.09635757782778218,0.12077623491119381,0.09944953269163409,0.1411693914254944,0.10184084109834166,0.1361032573667933,0.10463628086719232,0.14417613578157787,0.10420866358836708,0.1378253785757137,0.10225039723543883,0.13693201750404738,0.0997386485772486,0.12891250896590312,0.09993851959873488
30,90,0.2252501285575915,0.9865966667271543,0.8592316327519403,1.6847728652137484,1.3886841749805654,0.20987905650975783,0.23331341040782283,0.18025127671685431,0.20096074922941595,0.22973997683240807,0.14872238194350357,0.14077932782697603,0.09374520800293538,0.13491330486239111,0.0924599864359669,0.15359612137872108,0.10014560318920891,0.15613141872992461,0.0974261290893223,0.16347737153691483,0.10642246481017707,0.16248784972892358,0.09762393201588891,0.15605808214831682,0.10033453674807524,0.1506426316296193,0.0934256015875335
60,120,0.22318587246064914,0.9977574647344082,0.8977800123319163,1.662615685919925,1.4446324364877623,0.21298296064467556,0.24340436542679753,0.18539495185847496,0.20725616905782887,0.23385037126541033,0.14716203774339098,0.12207270936302357,0.07695902133889398,0.14501448624063887,0.08889021101728621,0.13443947467104,0.0813621656353349,0.16016024346799687,0.09105536498169826,0.14689803425264067,0.08626798003544568,0.1718223237085659,0.09216275898050681,0.14207735640670363,0.08182554325468144,0.16005336136741968,0.0885034777259029
90,150,0.25849573524208835,1.029414224762178,0.919255515761732,1.7028907873336527,1.476807622040764,0.2098494257571251,0.23606625063291284,0.16935761450495526,0.20993787304503245,0.23905511288213874,0.1491835730377447,0.1168295528983441,0.07927905997500057,0.14481105534785296,0.10347918307987568,0.13205412344701448,0.08328174290923694,0.15852874696328537,0.1041924470594585,0.13994492855948146,0.083689664769801,0.17211650856428815,0.10285862941665738,0.135881915955038,0.0818515559651615,0.16090185759667627,0.09987932127996438
120,180,0.31546868109698384,1.0792576989802527,0.9213659879275561,1.7201112285558102,1.4484020596387392,0.2048664417881472,0.2343161064732569,0.1621454728421979,0.21899570728756101,0.24597408829512002,0.14170114846586127,0.14669772844698153,0.11398543366271835,0.16212788434672226,0.11802531478890242,0.16251928124066164,0.1156113581454038,0.17770449117055737,0.12208827303038597,0.1703595170086864,0.10985654329701891,0.18621277895436059,0.11967348022381068,0.16319451356711984,0.11227029529277514,0.17655105353466957,0.11623870737248602
150,210,0.30150497403335585,1.061575648588946,0.9373156294018983,1.6858795719910808,1.4751092187648134,0.2146776698304276,0.2539767435687048,0.1800932840727884,0.21868155636945252,0.2429261110337025,0.13547026388078753,0.1551497613210292,0.12564866121840065,0.15353933189554347,0.1285225198567138,0.1679214152557848,0.12209221497701485,0.1689058956655778,0.13066642756520913,0.18239113512013316,0.11073264442733781,0.1771599640516509,0.12609555611278117,0.17619988207733783,0.11567087945517437,0.16730396722740865,0.12737348017336514
180,240,0.30857469317630654,1.0390421691823586,0.9275003316816671,1.7268130499058547,1.4791332753536335,0.21346803940583617,0.254281975350277,0.18558839645702385,0.21034719111391265,0.23217209124808078,0.13883996942865046,0.1237198003210836,0.09018755264277836,0.11292693929692264,0.10052810714167117,0.1365479445705021,0.08256887673728441,0.12719514984854527,0.0999459646252088,0.15292024194376772,0.07890698904605796,0.14162892643194971,0.09590123771323289,0.14929738515709834,0.08219381560511149,0.1299742755327918,0.0987250298340408
210,270,0.3519824271887801,1.02635590401765,0.8693198613997348,1.7124742991087425,1.388017108056487,0.19917572650756207,0.23669530972302255,0.17462788801294993,0.21101060350897555,0.22680882661057425,0.14000442958464931,0.1424054650286974,0.13141283999000783,0.12896411774195043,0.10567565179574653,0.15714235442264488,0.1361402237598782,0.14433306232540322,0.10735538133788819,0.17126427539000347,0.1287311364008781,0.15735989127887315,0.10502655251726503,0.16303420282975614,0.12587053410769516,0.14730786798381781,0.1038214286246053
240,300,0.35967055552522414,0.9743188434374557,0.8100998409122454,1.6221150312997679,1.3098706486517835,0.20000527777569055,0.2276632691523366,0.17384469406446829,0.21034759486041263,0.2273061429426553,0.14652022235143333,0.15702150156243996,0.1438098404399912,0.14750533409568048,0.11969847678224078,0.17088530517321468,0.14904069606468717,0.16079674659153265,0.1227363635723332,0.18055691258750792,0.1412951521630893,0.1665649136032078,0.11983827775062215,0.17138042397088282,0.13995133978290444,0.16268202193169437,0.1196248487795987
270,330,0.6394105402634034,0.9824808786063972,0.7479886884513988,1.743028602301029,1.03884386086517,0.17978847340885096,0.20549565533748204,0.15767214873338736,0.2097524414569976,0.22532656637212564,0.14577638374261967,0.15920578344180417,0.13156845349634447,0.16435664353095228,0.12607341378916193,0.1758641973141677,0.13763210252823976,0.18125322143416248,0.1316149857661232,0.18080286832748813,0.13537079286100934,0.17980974559103105,0.1296684442617623,0.1710223640370972,0.13169230529987344,0.1753095286778322,0.12690058315871353
300,360,0.6092132556002625,0.8171195860935306,0.596605961700129,1.379710284826719,0.8549594326727364,0.17263689191687617,0.19159784323022377,0.14494164064246803,0.192152572036395,0.20043163649689041,0.136635467786238,0.12392081585309941,0.12183241543510814,0.12538849306812225,0.12320393954355222,0.13666065926183707,0.13188533407369069,0.13789224012906165,0.13081914697473065,0.13378031800801493,0.13153120364453483,0.13207863383249474,0.12956382573297065,0.1280365785323352,0.12364378302250824,0.12791017273807,0.12493334828944064
330,390,0.27101427750166734,0.5615007470997359,0.4507526572913712,0.8589627545396269,0.9253960395134294,0.18242691832680996,0.1851068902536416,0.1465982449920288,0.16428439241269682,0.16607589907799034,0.1299694279415213,0.06854745077564743,0.05910360884351539,0.058490333819983566,0.05742120001041553,0.07302323487356642,0.06140033912430163,0.06299015004000244,0.06260221510265378,0.06838902412788415,0.0592683517847048,0.05828810346889538,0.06142569179249742,0.06834602445601755,0.05866130764352053,0.05760101714959442,0.05687236250859468
360,420,0.3297012204513466,0.5677005999343709,0.4199066797515097,0.8630543626030334,0.9402967387031005,0.17457581996331892,0.17046841386645337,0.1411271972504412,0.15880125382024135,0.16531411178182218,0.13474174838843198,0.05570744909945447,0.04845358235248863,0.070725571405155,0.06470554215941147,0.059552773669857645,0.05173416047065481,0.07582545478033745,0.0719192250824007,0.05693102430125402,0.05096396839038111,0.07396032706210123,0.07185982597264563,0.055447521501133,0.0481348849876121,0.07163179569181957,0.06483045030250512
390,450,0.47288539438813254,0.6968561499203968,0.422175871821481,0.9153751844264009,0.9090733193185343,0.18022813996288578,0.16732879117535016,0.14321687260327512,0.1691527127188919,0.18577709033099274,0.15572220874145232,0.04777667223066663,0.05872978302875433,0.06338277887551091,0.06829093423211295,0.052104423373528816,0.0617554688383794,0.06709391560742911,0.07240117491837585,0.05227838960189303,0.06209100547342501,0.06573008826583696,0.070321048937628,0.04822747080306782,0.058765899980019284,0.06299978151766819,0.06797733497195196
420,480,0.4181736292375373,0.7099567403451884,0.4325456161384554,0.9825457623948524,0.8960165008030777,0.17857686029585632,0.16980282167030297,0.14633716256438875,0.17765648054104777,0.188156752921618,0.15979087813012113,0.06489099437892978,0.06575603817104754,0.03835788319156111,0.05046075854540004,0.07093099851011361,0.069457609945029,0.040288676051335265,0.05231519108972671,0.07121664834579539,0.0684450574994811,0.0372317685321428,0.050357383978751724,0.06563965992464989,0.06530697421718963,0.03675077785861609,0.0499533377513489
