start_frame,end_frame,dist_wrists_mean,noseL_wrist_mean,noseR_wrist_mean,elbowL_mean,elbowR_mean,L_wrist_pinky_mean,L_wrist_index_mean,L_wrist_thumb_mean,R_wrist_pinky_mean,R_wrist_index_mean,R_wrist_thumb_mean,landmark_15_vel_mean,landmark_15_vel_std,landmark_16_vel_mean,landmark_16_vel_std,landmark_17_vel_mean,landmark_17_vel_std,landmark_18_vel_mean,landmark_18_vel_std,landmark_19_vel_mean,landmark_19_vel_std,landmark_20_vel_mean,landmark_20_vel_std,landmark_21_vel_mean,landmark_21_vel_std,landmark_22_vel_mean,landmark_22_vel_std
0,60,1.03108588911894,0.959412843149529,0.9456152835980892,2.334949881080128,2.5556114361858957,0.14690822923308614,0.19328307153169275,0.1256237088300507,0.1455755333336034,0.19378724790570787,0.11523048198599888,0.11128322079273258,0.10026392611332029,0.13579273175079834,0.10623221455713835,0.1200602079573987,0.10263220238539318,0.15122801286649848,0.1186170863754845,0.1206441730479876,0.09738312551581568,0.1540566842619246,0.12053214067723099,0.11506800610161413,0.0969619133444381,0.14130896196030307,0.10876130544482558
30,90,0.6395077890247836,0.8231265676954261,0.8067345852871189,1.7351471576751665,1.4637089455635148,0.17937521755505706,0.20175304311224393,0.14497792229250897,0.1460301373662799,0.19014831425075435,0.1392682551779423,0.07367947744778483,0.06343474773506488,0.08774276331491603,0.07473416290795402,0.08248585940964454,0.06758132913827014,0.1010561540617677,0.08196503347883675,0.08448219359063293,0.0664142065119428,0.10319544067109346,0.08145004915593626,0.07680712492266958,0.06280297557484367,0.09332321668488673,0.07467883429573773
60,120,0.3263541830719944,0.6416683655012216,0.6340958428554029,1.0106218942668768,0.592439715496124,0.1752279605642588,0.18727228246268,0.1457645356776518,0.15717356719500258,0.18467682550149683,0.1522956381421515,0.0676772923541804,0.05504044047246983,0.07637491688681244,0.06716309594628385,0.07512097894003789,0.06082759730123241,0.0861987553787099,0.07310073706169845,0.07705885030754399,0.06380143889575844,0.08822535746955323,0.07526724006483092,0.06861512982962792,0.056354678095516524,0.07939790033485769,0.06881133859886433
90,150,0.20045461868851513,0.5165485365273174,0.5043888187803396,0.9179107650479013,0.5617866601793151,0.15779403529417244,0.18071626341433128,0.1387319874408617,0.1683757295617559,0.18246133621434654,0.14156387373236287,0.06480426662503178,0.053430960893918494,0.07187640772641742,0.06059805787321417,0.07229529929588688,0.05856250393490332,0.07857469941243636,0.0645546934066774,0.07239869802456783,0.06124081509753423,0.08023451698327579,0.06786121062258915,0.06522468709550873,0.05423321046355267,0.0728698534871905,0.062746394074146
120,180,0.195372995679441,0.5059536916693659,0.5089146405548922,0.9225938557649166,0.545982567416779,0.16499292420241135,0.1704029529505868,0.1331836969109586,0.18003385910885097,0.18210686076438262,0.14070420584972562,0.0615088103111526,0.06497559679784615,0.0734318927843736,0.08108944754693923,0.06696609507892144,0.06976222447182687,0.07869434454674487,0.0854018974502574,0.06668517274844274,0.07197131985015458,0.07941056753835249,0.08812349499581688,0.06183210663584739,0.06561788178156396,0.0736205037829339,0.08275292707607206
150,210,0.1992591133032601,0.4885428798925039,0.5054508184413729,0.8668671951364926,0.5911266625182107,0.1638119805579282,0.16328851588003665,0.1261263552580548,0.1795987487226624,0.17450194883687803,0.1317138546843494,0.06225889966739088,0.06754417510273886,0.06720646241028862,0.0780582891030767,0.06750830152331881,0.07273572504507261,0.07259153616653877,0.08277212384589672,0.06813771859182181,0.07457274503063573,0.07473480310388975,0.08497749886408726,0.06290881059897363,0.06813922962867335,0.06803460214480522,0.07930157916346503
180,240,0.2001276589263226,0.48712376949513836,0.5118299980852233,0.8317006559985424,0.612865432010243,0.16133000153310428,0.1616372131582117,0.12462672428779246,0.17489671226044534,0.1675437533728381,0.12546136687893059,0.05859575514448288,0.05518298894281542,0.06316585228584702,0.05558978933980895,0.06482474705591049,0.06043199893608818,0.06900561844449374,0.059905687038312574,0.06593483131288132,0.05984082679332473,0.07152787491891638,0.06095649946567123,0.059711600746097715,0.05511080503437424,0.06441113311167024,0.05646017984971387
210,270,0.38257165299040974,0.625836667332575,0.6737891560892889,1.0563352965926143,0.938272606118811,0.17205450033781058,0.19765397238607052,0.13670301595890827,0.17175243795649256,0.1857021360826175,0.13086678370438184,0.0642365461013877,0.05456429957065702,0.07232334398113434,0.05659289362419421,0.07430185205962613,0.06243099824588233,0.08363083960149867,0.06256118105660775,0.07487391197509859,0.06259641029940449,0.08346059776939023,0.060561222703243725,0.06739907202310529,0.05556431025939375,0.07539863404353397,0.057204499466857274
240,300,0.9637950096512473,0.9235672788993418,0.9665637103731033,1.5618618685101007,1.6977333415782458,0.20742078625511665,0.274815897781115,0.1506309967302548,0.17782942477929983,0.23749756722257995,0.14048532962611654,0.10260835074637005,0.08459405908927219,0.0954709940075973,0.06789061845361667,0.12493455230203998,0.1054842617919761,0.11200163030464334,0.07260639936647915,0.1267126647341594,0.11226039202067756,0.11114047616083803,0.07250599809903549,0.11412271887136655,0.09957022723139765,0.10053046942226387,0.06870493997248685
270,330,2.0498660615760493,1.4181804136972063,1.8281678272011388,1.4399004834064801,2.193283679599912,0.29489314952690543,0.3688577728913234,0.23680382256765897,0.19491161007363603,0.2893442823296385,0.13830009954881506,0.11575544354144723,0.09268095596926139,0.1365994939369165,0.12286289172130647,0.13477026615676707,0.11085782482580346,0.1507939742440328,0.12988312629936846,0.13774739931110927,0.11807403697521131,0.14860787153199514,0.12826231620381806,0.12645163167284126,0.10606555343083865,0.13905231588921876,0.12352337290029515
