dist_wrists_mean,noseL_wrist_mean,noseR_wrist_mean,elbowL_mean,elbowR_mean,L_wrist_pinky_mean,L_wrist_index_mean,L_wrist_thumb_mean,R_wrist_pinky_mean,R_wrist_index_mean,R_wrist_thumb_mean,landmark_15_vel_mean,landmark_15_vel_std,landmark_16_vel_mean,landmark_16_vel_std,landmark_17_vel_mean,landmark_17_vel_std,landmark_18_vel_mean,landmark_18_vel_std,landmark_19_vel_mean,landmark_19_vel_std,landmark_20_vel_mean,landmark_20_vel_std,landmark_21_vel_mean,landmark_21_vel_std,landmark_22_vel_mean,landmark_22_vel_std,label
0.2252501285575915,0.9865966667271544,0.8592316327519403,1.6847728652137484,1.3886841749805654,0.2098790565097578,0.2333134104078228,0.1802512767168543,0.2009607492294159,0.229739976832408,0.1487223819435035,0.140779327826976,0.0937452080029353,0.1349133048623911,0.0924599864359669,0.153596121378721,0.1001456031892089,0.1561314187299246,0.0974261290893223,0.1634773715369148,0.106422464810177,0.1624878497289235,0.0976239320158889,0.1560580821483168,0.1003345367480752,0.1506426316296193,0.0934256015875335,trigger
0.2231858724606491,0.9977574647344082,0.8977800123319163,1.662615685919925,1.4446324364877623,0.2129829606446755,0.2434043654267975,0.1853949518584749,0.2072561690578288,0.2338503712654103,0.1471620377433909,0.1220727093630235,0.0769590213388939,0.1450144862406388,0.0888902110172862,0.13443947467104,0.0813621656353349,0.1601602434679968,0.0910553649816982,0.1468980342526406,0.0862679800354456,0.1718223237085659,0.0921627589805068,0.1420773564067036,0.0818255432546814,0.1600533613674196,0.0885034777259029,trigger
0.2584957352420883,1.029414224762178,0.919255515761732,1.7028907873336527,1.476807622040764,0.2098494257571251,0.2360662506329128,0.1693576145049552,0.2099378730450324,0.2390551128821387,0.1491835730377447,0.1168295528983441,0.0792790599750005,0.1448110553478529,0.1034791830798756,0.1320541234470144,0.0832817429092369,0.1585287469632853,0.1041924470594585,0.1399449285594814,0.083689664769801,0.1721165085642881,0.1028586294166573,0.135881915955038,0.0818515559651615,0.1609018575966762,0.0998793212799643,trigger
0.3154686810969838,1.0792576989802527,0.921365987927556,1.7201112285558102,1.4484020596387392,0.2048664417881472,0.2343161064732569,0.1621454728421979,0.218995707287561,0.24597408829512,0.1417011484658612,0.1466977284469815,0.1139854336627183,0.1621278843467222,0.1180253147889024,0.1625192812406616,0.1156113581454038,0.1777044911705573,0.1220882730303859,0.1703595170086864,0.1098565432970189,0.1862127789543605,0.1196734802238106,0.1631945135671198,0.1122702952927751,0.1765510535346695,0.116238707372486,trigger
0.3015049740333558,1.061575648588946,0.9373156294018984,1.6858795719910808,1.4751092187648134,0.2146776698304276,0.2539767435687048,0.1800932840727884,0.2186815563694525,0.2429261110337025,0.1354702638807875,0.1551497613210292,0.1256486612184006,0.1535393318955434,0.1285225198567138,0.1679214152557848,0.1220922149770148,0.1689058956655778,0.1306664275652091,0.1823911351201331,0.1107326444273378,0.1771599640516509,0.1260955561127811,0.1761998820773378,0.1156708794551743,0.1673039672274086,0.1273734801733651,trigger
0.3085746931763065,1.0390421691823586,0.9275003316816672,1.7268130499058547,1.4791332753536337,0.2134680394058361,0.254281975350277,0.1855883964570238,0.2103471911139126,0.2321720912480807,0.1388399694286504,0.1237198003210836,0.0901875526427783,0.1129269392969226,0.1005281071416711,0.1365479445705021,0.0825688767372844,0.1271951498485452,0.0999459646252088,0.1529202419437677,0.0789069890460579,0.1416289264319497,0.0959012377132328,0.1492973851570983,0.0821938156051114,0.1299742755327918,0.0987250298340408,trigger
0.3596705555252241,0.9743188434374556,0.8100998409122454,1.622115031299768,1.3098706486517837,0.2000052777756905,0.2276632691523366,0.1738446940644682,0.2103475948604126,0.2273061429426553,0.1465202223514333,0.1570215015624399,0.1438098404399912,0.1475053340956804,0.1196984767822407,0.1708853051732146,0.1490406960646871,0.1607967465915326,0.1227363635723332,0.1805569125875079,0.1412951521630893,0.1665649136032078,0.1198382777506221,0.1713804239708828,0.1399513397829044,0.1626820219316943,0.1196248487795987,trigger
0.6092132556002625,0.8171195860935306,0.596605961700129,1.379710284826719,0.8549594326727364,0.1726368919168761,0.1915978432302237,0.144941640642468,0.192152572036395,0.2004316364968904,0.136635467786238,0.1239208158530994,0.1218324154351081,0.1253884930681222,0.1232039395435522,0.136660659261837,0.1318853340736906,0.1378922401290616,0.1308191469747306,0.1337803180080149,0.1315312036445348,0.1320786338324947,0.1295638257329706,0.1280365785323352,0.1236437830225082,0.12791017273807,0.1249333482894406,trigger
0.2710142775016673,0.5615007470997359,0.4507526572913712,0.8589627545396269,0.9253960395134294,0.1824269183268099,0.1851068902536416,0.1465982449920288,0.1642843924126968,0.1660758990779903,0.1299694279415213,0.0685474507756474,0.0591036088435153,0.0584903338199835,0.0574212000104155,0.0730232348735664,0.0614003391243016,0.0629901500400024,0.0626022151026537,0.0683890241278841,0.0592683517847048,0.0582881034688953,0.0614256917924974,0.0683460244560175,0.0586613076435205,0.0576010171495944,0.0568723625085946,trigger
0.2974356834330809,0.6252476255359329,0.4310724863229565,0.9784510506303834,0.9387886060916812,0.170937469004506,0.1669596513668171,0.1445336874272833,0.1755744380033309,0.1724083038067756,0.1479195035591047,0.0714537908364799,0.0597747636888632,0.0441079093623369,0.0393516225045852,0.0762740286112015,0.0629087569573888,0.0461353882431226,0.0406600139779053,0.074497018065083,0.0603137373606625,0.0423074768528025,0.0378423627610646,0.0712928241479549,0.058684628718963,0.042489847237014,0.0383137124070183,normal
